date,Label,Manual_Label,수정여부,Headline_and_Subtitle,Headline_KO
2018-08-30,1,1,,Monthly Paid Dividends From 69 All Cap U.S. Equities And 80 Funds For September,9월 미국 전체 주식 69개와 80개 펀드의 월별 배당금
2020-01-24,1,1,,Repo Rate Volatility to Mar AGNC Investment (AGNC) Q4 Earnings?,3월 레포 금리 변동성 AGNC Investment (AGNC) 4분기 실적은?
2014-09-12,1,1,,Aixtron SE (AIXG) Worth Watching: Stock Rises 7.6% - Tale of the Tape,Aixtron SE (AIXG) 관찰할 가치: 주가 7.6% 상승 - 테이프 이야기
2018-05-23,1,1,,Financials - Top Gainers / Losers as of 1:00 PM (05/23/2018),금융 - 오후 1시 기준(2018년 5월 23일) 최고 상승자/패자
2013-12-20,1,1,,T-Mobile US (TMUS) Jumps: Stock Rises 8.7% - Tale of the Tape,T-Mobile US(TMUS) 점프: 주가 8.7% 상승 - 테이프 이야기
2018-08-20,1,1,,Global dividends soar to record high,글로벌 배당금 사상 최고치로 치솟아
2018-04-23,1,1,,Can Higher Revenues Boost CME Group's (CME) Q1 Earnings?,수익 증가가 CME 그룹(CME)의 1분기 수익을 높일 수 있습니까?
2018-10-02,1,1,,"Credit Suisse upgrades Paychex on earnings, payroll outperformance","Credit Suisse는 Paychex의 수입, 급여 초과 성과를 업그레이드합니다."
2019-12-12,1,1,,Top Stocks Breaking Out To New Highs Include Key Apple Supplier,최고치를 경신한 최고 주식에는 주요 Apple 공급업체도 포함됩니다
2018-05-03,1,1,,"Tetra Tech (TTEK) Beats on Q2 Earnings & Revenues, Ups View",Tetra Tech(TTEK)가 2분기 실적 및 수익을 제치고 상승 전망
2018-11-27,1,1,,"New Research: Key Drivers of Growth for CalAmp, Infinera, Ambev S. ...","새로운 연구: CalAmp, Infinera, Ambev S. ...의 주요 성장 동인"
2018-04-30,1,1,,WESCO's (WCC) Earnings and Revenues Beat Estimates in Q1,WESCO(WCC)의 1분기 수익 및 수익이 예상치를 상회했습니다.
2020-04-08,1,1,,"Mountain Pacific Investment Advisers Inc Buys Assurant Inc, Vanguard Short-Term Government Bond ...","Mountain Pacific Investment Advisers Inc, Assurant Inc, Vanguard 단기 정부 채권 인수"
2017-01-27,1,1,,American steel not likely to get Keystone boost despite Trump pledge,트럼프 약속에도 불구하고 미국 철강은 키스톤 강화를 얻지 못할 것 같습니다
2011-09-07,1,1,,Silence Isn't Golden: Aceto Needs to Disclose Upside of of Rising Pharmceuticals Deal,침묵은 황금이 아니다: Aceto는 떠오르는 제약 거래의 장점을 공개해야 합니다
2016-11-29,1,1,,"No Surprise Here, SWANs Outperform",놀랄 것도 없이 SWAN의 성능이 뛰어납니다.
2019-08-27,1,1,,A Force Impelling People To Buy - Precious Metals Supply And Demand,사람들의 구매를 촉진하는 힘 - 귀금속 수요와 공급
2017-05-09,1,1,,The Vetr community has upgraded $AKAO to 4.5-Stars.,Vetr 커뮤니티는 $AKAO를 4.5성으로 업그레이드했습니다.
2018-06-27,1,1,,Chart Of The Week: When High Yield Goes Boom,금주의 차트: 고수익률이 급등할 때
2015-08-04,1,1,,Is a Surprise Coming for Agrium (AGU) This Earnings Season? - Tale of the Tape,이번 실적 시즌에 Agrium(AGU)에 놀라운 소식이 찾아오나요? - 테이프 이야기
2016-11-03,1,1,,6 Ways To Profit From This Looming Disaster,다가오는 재난으로부터 이익을 얻는 6가지 방법
2015-06-11,1,1,,"Portola Pharma, NetGear, Target, J. C. Penney and American Eagle Outfitters highlighted as Zacks Bull and Bear of the Day - Press Releases","Zacks Bull and Bear of the Day로 선정된 Portola Pharma, NetGear, Target, J. C. Penney 및 American Eagle Outfitters - 보도 자료"
2015-01-13,1,1,,"First Majestic Produces Annual Silver Production Record, Strong 2015 Cash Cost Guidance","First Majestic, 연간 은 생산 기록 달성, 강력한 2015년 현금 비용 지침"
2016-08-02,1,1,,American Eagle Outfitters on watch after BAML upgrade,BAML 업그레이드 후 주목받는 American Eagle Outfitters
2012-02-16,1,1,,"2 Stocks Hit 52-Week Highs After Earnings: AAP, ASPS","2개 종목, 실적 후 52주 최고가 기록: AAP, ASPS"
2015-09-01,1,1,,Dividend Champions For September 2015,2015년 9월 배당 챔피언
2019-01-11,1,1,,"Zacks.com featured expert Kevin Matras highlights: First Majestic Silver, Mattel, U.S. Silica Holdings and KEYW","Zacks.com은 전문가 Kevin Matras의 하이라이트를 소개합니다: First Majestic Silver, Mattel, U.S. Silica Holdings 및 KEYW"
2015-12-07,1,1,,Donald Smith Increases Stakes in Citigroup and Alamos Gold,"Donald Smith, Citigroup 및 Alamos Gold 지분 증가"
2015-11-24,1,1,,AEterna Zentaris (AEZS) Continues Strong Upward Momentum,AEterna Zentaris (AEZS)는 강력한 상승 모멘텀을 유지합니다
2017-02-10,1,1,,Ameren declares $0.44 dividend,Ameren은 0.44달러의 배당금을 선언합니다.
2018-12-03,1,1,,"VIPS, BZUN among premarket gainers","시판 전 상승세 중 VIPS, BZUN"
2015-03-19,1,1,,"Intel, U.S. Chipmakers May See Upside From China M&A",인텔과 미국 칩 제조사들은 중국 M&A로 긍정적인 측면을 볼 수 있습니다
2018-06-20,1,1,,"Nan Shan Life Insurance Co., Ltd. Buys AGNC Investment Corp, Starwood Property Trust Inc, New ...","Nan Shan Life Insurance Co., Ltd., AGNC Investment Corp, Starwood Property Trust Inc, New ... 인수"
2018-04-02,1,1,,Why Is Analog Devices (ADI) Up 3.2% Since Its Last Earnings Report?,Analog Devices(ADI)가 지난 수익 보고서 이후 3.2% 상승한 이유는 무엇입니까?
2020-02-18,1,1,,Enterprise Agile Transformation Services Market —…—…: Key Trends for Agile ...,엔터프라이즈 민첩한 전환 서비스 시장 —…—…: Agile의 주요 동향
2016-12-16,1,1,,Steel Dynamics Is Second Steel Maker To Warn On Profit In 2 Days,Steel Dynamics는 2일 만에 이익을 경고한 두 번째 철강 제조업체입니다.
2020-03-23,1,1,,American Equity Investment Life Holding Enters Oversold Territory,"American Equity Investment Life Holding, 과매도 영역 진입"
2018-02-28,1,1,,ACADIA down 17% after Q4 Nuplazid sales disappoint,ACADIA는 4분기 Nuplazid 판매가 실망스러운 이후 17% 감소했습니다.
2019-09-18,1,1,,AptarGroup (ATR) Rises 24% YTD: What's Driving the Rally?,AptarGroup(ATR)은 YTD 24% 상승: 랠리를 주도하는 요인은 무엇입니까?
2019-09-27,1,1,,"50 Firms Going Ex-Dividend Next Week, Including Cardinal Health, JP Morgan Chase And Comcast","Cardinal Health, JP Morgan Chase 및 Comcast를 포함하여 다음 주에 50개 회사가 배당금을 종료합니다"
2015-01-22,1,1,,"Top World Stocks Close In On Buy Points, New Highs","세계 최고 주식은 매수 포인트, 신고점에 근접했습니다."
2015-12-20,1,1,,"InsiderInsights.com Daily Round Up 12/18/15: KBIO, PSEC, AZO","InsiderInsights.com 일일 요약 12/18/15: KBIO, PSEC, AZO"
2018-11-12,1,1,,Six Companies Growing Dividends for Shareholders,주주 배당금을 늘리는 6개 회사
2014-12-23,1,1,,"African Gold Group, Inc. Announces Filing of Preliminary Economic Assessment and Year-End ...","African Gold Group, Inc., 예비 경제 평가 및 연말 제출 발표"
2018-05-14,1,1,,After Hours Gainers / Losers (05/14/2018),시간 외 승자 / 패자 (2018/05/14)
2018-03-19,1,1,,Adobe (ADBE) Hits New 52-Week High on Strong Q1 Results,"Adobe(ADBE), 1분기 실적 호조로 52주 최고 기록 경신"
2018-08-10,1,1,,Adamis Pharma Q2 revenues up 3%; shares down 2%,Adamis Pharma 2분기 매출 3% 증가; 주가 2% 하락
2016-10-03,1,1,,"Metals names upped at Deutsche Bank: FCX, ABX, PAAS, AKS, CDE, TCK, GG","Deutsche Bank에서 금속 이름이 상승했습니다: FCX, ABX, PAAS, AKS, CDE, TCK, GG"
2014-10-30,1,1,,Adeptus Health (ADPT) Jumps: Stock Moves 16.5% Higher - Tale of the Tape,Adeptus Health(ADPT) 점프: 주가 16.5% 상승 - 테이프 이야기
2018-04-11,1,1,,Acadia Pharma up 6% on FDA OK on risk disclosures for Nuplazid,Nuplazid의 위험 공개에 대해 FDA 승인을 받은 Acadia Pharma가 6% 증가
2017-08-23,1,1,,Gabelli Analyst: Amazon vs. Auto Part Suppliers,Gabelli 분석가: Amazon과 자동차 부품 공급업체
2019-07-01,1,1,,IBM Garage Aids Enterprises to Devise & Deploy Business Ideas,IBM Garage는 기업이 비즈니스 아이디어를 고안하고 배포하도록 지원합니다.
2018-10-03,1,1,,Why Aren't These Closed-End Funds Getting More Love? Part 1: Aberdeen Total Dynamic Dividend Fund,왜 이 폐쇄형 펀드는 더 많은 사랑을 받지 못하는 걸까요? 1부: 애버딘 총 동적 배당금 펀드
2015-10-15,1,1,,AlarmForce Announces Declaration of Dividend of $0.045 per Share,"AlarmForce, 주당 0.045달러의 배당금 선언 발표"
2014-05-09,1,1,,Stocks Close Higher After Late Boost; Air Lease Gains,주식은 늦은 부양 이후 더 높게 마감됩니다. 항공리스 수익
2016-07-29,1,1,,"QQQ ETF Gains For The Fifth Week; S&P 500, Dow Snap Winning Streak","5주차 QQQ ETF 수익; S&P 500, Dow Snap 연속 우승"
2016-08-27,1,1,,Digging for value plays in the beat-up chain store sector,낙후된 체인점 부문에서 가치 플레이 모색
2018-07-31,1,1,,Duke Energy (DUK) to Report Q2 Earnings: Is a Beat in Store?,"Duke Energy(DUK), 2분기 실적 보고: 성공 가능성이 있나요?"
2019-02-18,1,1,,Brown & Brown's Unit Buyout to Expand Service Capabilities,Brown & Brown의 서비스 역량 확장을 위한 유닛 인수
2019-11-27,1,1,,5 Stocks That Pushed Russell 2000 ETF Higher,Russell 2000 ETF를 상승시킨 5가지 주식
2016-02-04,1,1,,Hydro66 Deploys Active Power Flywheel UPS at 100 Percent Hydroelectric Data Center,"Hydro66, 100% 수력 발전 데이터 센터에 유효 전력 플라이휠 UPS 배치"
2019-07-07,1,1,,Dividend Income Update: June 2019,배당 소득 업데이트: 2019년 6월
2015-04-20,1,1,,Top 4/17/15 REITs: Yield To 18.11%; Upside To 39.08%; Gains To 53.9%,상위 4/17/15 REIT: 수익률 18.11%; 상승 여력은 39.08%; 53.9% 증가
2020-01-17,1,1,,"Growth Of Exterior Car Accessories Market Forecast —…—…-—…—9 | Geography, ...","자동차 외장 액세서리 시장 전망의 성장 —…—…-—…—9 | 지리학, ..."
2017-07-13,1,1,,"With JPMorgan, BofA Earnings On Tap, ATM Software Stock Sets Up","JPMorgan, BofA Earnings On Tap, ATM 소프트웨어 주식 설정"
2018-08-03,1,1,,Pomerantz Law Firm Announces the Filing of a Class Action against ACADIA Pharmaceuticals Inc. ...,"Pomerantz 법률 사무소, ACADIA Pharmaceuticals Inc.를 상대로 집단 소송 제기 발표"
2019-10-07,1,1,,"Zacks.com featured highlights include: American Airlines, Beazer Homes USA, Asbury Automotive, AMC Entertainment and Beacon Roofing Supply","Zacks.com 주요 하이라이트는 다음과 같습니다: American Airlines, Beazer Homes USA, Asbury Automotive, AMC Entertainment 및 Beacon Roofing Supply"
2017-05-01,1,1,,"Schaper Benz & Wise Investment Counsel Inc Buys Enbridge Inc, Analog Devices Inc, Albany ...","Schaper Benz & Wise Investment Counsel Inc, Enbridge Inc, Analog Devices Inc, Albany 인수"
2015-08-25,1,1,,Tracking Wallace Weitz's Weitz Investment Management Portfolio - Q2 2015 Update,Wallace Weitz의 Weitz 투자 관리 포트폴리오 추적 - 2015년 2분기 업데이트
2019-12-04,1,1,,Dividends From The BDC Sector Driving Higher Returns,더 높은 수익을 창출하는 BDC 부문의 배당금
2015-09-30,1,1,,Stock Futures Track Higher; Western Digital Up On China Deal,"주식 선물은 더 높은 곳을 추적합니다. Western Digital, 중국 거래에 나서다"
2015-08-14,1,1,,JC Penney (JCP) Rises on Narrower-than-Expected Q2 Loss,JC Penney (JCP)는 예상보다 좁은 2분기 손실로 상승
2018-10-11,1,1,,Can This No. 1 Stock In The No. 2-Ranked Group Buck Market Sell-Off?,2위 그룹 벅시장에서 1위 주식이 매도세를 낼 수 있을까?
2019-07-15,1,1,,"Ashford and Power REIT among financial gainers, Jupai Holdings leads losers","금융 이득자 중 Ashford 및 Power REIT, 패자 선두 Jupai Holdings"
2019-04-26,1,1,,"The Zacks Industry Rank Highlights: Synopsis, Pegasystems and ACI Worldwide","Zacks 업계 순위 하이라이트: 개요, Pegasystems 및 ACI Worldwide"
2019-05-06,1,1,,"Kirby (KEX) Q1 Earnings & Revenues Top Estimates, Rise Y/Y","커비(KEX) 1분기 수익 및 수익 최고 추정치, Y/Y 상승"
2014-06-23,1,1,,Acasti Pharma Inc (ACST) Jumps: Stock Rises 7.2% in Session - Tale of the Tape,Acasti Pharma Inc(ACST) 점프: 세션에서 주가가 7.2% 상승 - 테이프 이야기
2016-07-19,1,1,,UnitedHealth Profits To Jump As It Exits ObamaCare,"UnitedHealth, ObamaCare 탈퇴로 이익 급증"
2018-05-03,1,1,,What Tesla Can Teach Us About The High-Yield Bond Market,Tesla가 고수익 채권 시장에 관해 우리에게 가르쳐 줄 수 있는 것
2019-11-15,1,1,,"AMAT, JCP among premarket gainers","시판 전 상승세 중 AMAT, JCP"
2018-10-01,1,1,,Expected Dividend Increases In October 2018,2018년 10월 배당금 인상 예상
2016-01-22,1,1,,"Notable tech gainers: FEYE, DDD, SWKS, CRUS, HDP, YNDX, OCLR, YGE","주목할만한 기술 상승세: FEYE, DDD, SWKS, CRUS, HDP, YNDX, OCLR, YGE"
2018-05-30,1,1,,Wild Speculation In Crude Oil - Precious Metals Supply And Demand,원유의 엄청난 투기 - 귀금속 수요와 공급
2017-12-08,1,1,,A. H. Belo Corporation Announces First Quarter —…–8 Dividend,"A. H. Belo Corporation, 1분기 —…–8배당 발표"
2018-10-22,1,1,,5 Reasons Why GDX Is Going Substantially Higher,GDX가 실질적으로 상승하는 5가지 이유
2020-02-12,1,1,,Agilent (A) Gears Up for Q1 Earnings: What's in the Cards?,"Agilent (A), 1분기 실적 준비: 카드에는 무엇이 있습니까?"
2016-09-30,1,1,,Altisource Residential more than doubles SFR portfolio with acquisition,Altisource Residential 인수로 SFR 포트폴리오가 두 배 이상 증가
2015-08-18,1,1,,"Weekly Insider Sells Highlights: FB, AET, REGN, TYC","주간 내부자 판매 하이라이트: FB, AET, REGN, TYC"
2020-02-17,1,1,,"Woven Shirt Market —…—… Global Share, Growth, Size, Opportunities, Trends, Regional ...","짠 셔츠 시장 —…—… 글로벌 점유율, 성장, 규모, 기회, 동향, 지역 ..."
2017-12-19,1,1,,Navigators Group to Broaden Base in Europe With Buyouts,"Navigators Group, 인수로 유럽 내 기반 확대"
2015-07-31,1,1,,"Premarket Biotech Digest: Amgen Beats, GlaxoSmithKline Corruption Charges, VTv Therapeutics Flops On Debut","시판 전 생명공학 다이제스트: Amgen Beats, GlaxoSmithKline 부패 혐의, VTv 치료제 출시 실패"
2011-04-01,1,1,,8 Ag Chem Stocks With Upside Up to 128%: Analysts,최대 128% 상승 여력이 있는 8개 Ag Chem 주식: 분석가
2015-12-18,1,1,,"InsiderInsights.com Daily Round Up 12/17/15: New Mountain Finance, Hemisphere Media, Accelerate Diagnostics, Aircastle","InsiderInsights.com 일일 요약 12/17/15: New Mountain Finance, Hemisphere Media, Accelerate Diagnostics, Aircastle"
2019-09-06,1,1,,Apparel sector in fashion again,의류 부문이 다시 패션계로 진출
2017-12-12,1,1,,Winning Stock Picks from the Top 4 Industries with the Biggest Job Growth,일자리 증가율이 가장 높은 4대 산업 종목 선정
2019-04-22,1,1,,Zynerba Pharmaceuticals and Akorn among healthcare gainers; InVivo Therapeutics and Sesen Bio among losers,헬스케어 이득자 중 Zynerba Pharmaceuticals 및 Akorn; 패자 중 InVivo Therapeutics와 Sesen Bio
2019-01-24,1,1,,"MGM Growth Properties, Alcoa, Arbor Realty Trust and Chatham Lodging Trust highlighted as Zacks Bull and Bear of the Day","MGM Growth Properties, Alcoa, Arbor Realty Trust 및 Chatham Lodging Trust가 Zacks Bull and Bear of the Day로 선정되었습니다."
2015-05-19,1,1,,Kafkaesque Activity In Grains - The Chinese Strike Again With Cofco,곡물에서의 카프카에스크 활동 - 중국이 Cofco를 통해 다시 파업
2020-02-11,1,1,,"Global Farm Tractors Market —…—… Global Future Growth, Leading Players, Industry ...","글로벌 농용 트랙터 시장 —…—… 글로벌 미래 성장, 주요 플레이어, 산업 ..."
2015-03-05,1,1,,American Eagle Outfitters (AEO) Takes Flight on Upgrade,"American Eagle Outfitters(AEO), 업그레이드를 시작하다"
2015-04-07,1,1,,5 Low P/E Value-Stocks Yielding 2% Or Higher,2% 이상의 수익률을 내는 낮은 P/E 가치주 5개
2019-05-23,1,1,,"Auto Stock Roundup: Ford to Axe Jobs, AZO & AAP Beat on Earnings","자동 재고 정리: Ford에서 Ax Jobs, AZO 및 AAP가 수익을 앞지릅니다."
2019-06-03,1,1,,Global tensions boost gold to nine-week highs; gold miners gain,글로벌 긴장으로 인해 금 가격이 9주 최고치로 상승했습니다. 금 광부 이득
2018-05-23,1,1,,Tracking David Einhorn's Portfolio - Q1 2018 Update,David Einhorn의 포트폴리오 추적 - 2018년 1분기 업데이트
2019-07-31,1,1,,"Saturna Capital CORP Buys Fastenal Co, Corteva Inc, Alcon Inc, Sells Alphabet Inc, DuPont de ...","Saturna Capital CORP는 Fastenal Co, Corteva Inc, Alcon Inc를 인수하고 Alphabet Inc, DuPont de ...를 매각합니다."
2020-02-18,1,1,,Telecom Analytics Market —…—…: Top impacting factors that could escalate markets growth ...,통신 분석 시장 —…—…: 시장 성장을 가속화할 수 있는 주요 영향 요인 ...
2020-02-11,1,1,,"—…—…-—…—6 Telehealth Market | Global Share, Growth, Industry Analysis, Emerging ...","—…—…-—…—6 원격의료 시장 | 글로벌 점유율, 성장, 산업 분석, 신흥..."
2017-05-12,1,1,,"Legal & General Group Plc Buys Enbridge Inc, Barrick Gold Corp, GGP Inc, Sells Spectra ...","Legal & General Group Plc, Enbridge Inc, Barrick Gold Corp, GGP Inc 인수, Spectra ... 판매"
2019-01-08,1,1,,Portfolios Making Up For Lost Time,잃어버린 시간을 보충하는 포트폴리오
2017-03-17,1,1,,Rising Inflation May Send Gold Prices Soaring,인플레이션 상승으로 인해 금 가격이 치솟을 수 있습니다
2015-06-16,1,1,,Top 30 REITs Post 17.5% Average Net Gains As Of June 12 Close,상위 30개 REIT는 6월 12일 기준 평균 순익 17.5%를 기록했습니다.
2019-09-10,1,1,,Stock Upgrades: Acadia Pharmaceuticals Shows Rising Relative Strength,주식 업그레이드: Acadia Pharmaceuticals의 상대적 강세 상승
2018-12-31,1,1,,Barrick Gold: Gold Is About To Shine Again,Barrick Gold: 금이 다시 빛날 것입니다.
2014-05-14,1,1,,AdCare Health Systems (ADK) in Focus: Stock Moves 5.1% Higher - Tale of the Tape,AdCare Health Systems(ADK)에 초점: 주가 5.1% 상승 - 테이프 이야기
2017-07-20,1,1,,Is a Beat in Store for Alexion (ALXN) this Earnings Season?,이번 실적 시즌에 Alexion(ALXN)에 비트가 출시되나요?
2018-11-30,1,1,,Hiccup in CVS-Aetna deal approval?,CVS-Aetna 거래 승인에 문제가 있나요?
2012-08-21,1,1,,12 Solidly Financed Dividend Aristocrats,12명의 탄탄한 재정을 갖춘 배당 귀족
2018-10-15,1,1,,Arthur J. Gallagher acquires Wellington Associates,"Arthur J. Gallagher, Wellington Associates 인수"
2018-05-24,1,1,,"Auto Stock Roundup: AZO, AAP, CPRT Earnings Beat, F Resumes F-150 Production","자동 재고 정리: AZO, AAP, CPRT 수익이 증가하고 F는 F-150 생산을 재개합니다."
2018-07-25,1,1,,"Biotech Stock Roundup: Biogen Gains on Q2 Results, Agios Gets FDA Nod For Leukemia Drug","생명공학 주식 정리: 2분기 실적에서 Biogen 상승, Agios가 백혈병 치료제에 대한 FDA 승인 획득"
2015-04-02,1,1,,LHC Group (LHCG) Looks Good: Stock Adds 6.5% in Session - Tale of the Tape,LHC 그룹(LHCG) 좋아 보인다: 주식이 세션에서 6.5% 추가 - 테이프 이야기
2018-06-27,1,1,,Financials - Top 5 Gainers / Losers as of 1:00 PM (06/27/2018),금융 - 오후 1시(2018년 6월 27일) 기준 상승자/패자 상위 5위
2018-05-23,1,1,,AGNC Investment hits capital raise button; shares down 1.15%,AGNC Investment가 자본 조달 버튼을 눌렀습니다. 주가는 1.15% 하락
2014-05-06,1,1,,Nautilus (NLS) Jumps: Stock Rises 6.1% - Tale of the Tape,노틸러스(NLS) 점프: 주가 6.1% 상승 - 테이프 이야기
2019-02-11,1,1,,ADT acquires LifeShield,"ADT, 라이프쉴드 인수"
2015-05-22,1,1,,Arthur J. Gallagher acquires Minnesota agency,"Arthur J. Gallagher, 미네소타 에이전시 인수"
2019-07-10,1,1,,"Market Peak Update: Watch Peak Profits, Not The Fed; Some Low P/E Stocks To Buy",시장 최고점 업데이트: 연준이 아니라 최고 이익을 지켜보십시오. 매수할 낮은 P/E 주식
2012-05-18,1,1,,"Chico's Growing Again, But Sustainability Always A Concern (CHS, ANF, AEO, BEBE, ANN)","Chico는 다시 성장하지만 지속 가능성은 항상 우려 사항입니다(CHS, ANF, AEO, BEBE, ANN)"
2020-03-01,1,1,,"Electrical Digital Twin Market Latest Trends, Revenue Growth Rate And Application Scope | ...","전기 디지털 트윈 시장 최신 동향, 수익 성장률 및 적용 범위 | ..."
2016-10-26,1,1,,Applied Industrial Technologies declares $0.28 dividend,Applied Industrial Technologies는 0.28달러의 배당금을 선언합니다.
2018-11-02,1,1,,"Arbor Realty Trust beats by $0.03, beats on revenue",Arbor Realty Trust가 0.03달러 앞섰고 수익도 앞섰습니다.
2020-01-14,1,1,,IHS Markit (INFO) Hits a New 52-Week High: What's Aiding It?,IHS Markit(INFO)이 52주 신고가를 경신했습니다: 무엇이 이를 뒷받침하고 있습니까?
2018-08-13,1,1,,Housing Heads South - Precious Metals Getting Ready To Soar,주택이 남쪽으로 향합니다 - 귀금속이 비상할 준비를 하고 있습니다
2011-12-07,1,1,,"Recreational Vehicles Unlikely Success (PII, ACAT, HMC, HOG)","레저용 차량의 성공 가능성이 낮음(PII, ACAT, HMC, HOG)"
2019-02-14,1,1,,"Aaron's EPS in-line, beats on revenue",Aaron의 EPS가 인라인으로 수익을 앞지릅니다.
2015-04-29,1,1,,"AAC Holdings beats by $0.05, beats on revenue",AAC Holdings가 0.05달러 앞섰고 수익도 앞섰습니다.
2017-07-22,1,1,,DEADLINE ALERT: Lundin Law PC Announces Securities Class Action Lawsuit against Asanko Gold Inc. ...,"마감일 알림: Lundin Law PC, Asanko Gold Inc.를 상대로 한 증권 집단 소송 발표 ..."
2019-06-18,1,1,,"AECOM (ACM) to Spin Off Government Services Unit, Shares Up","AECOM(ACM), 정부 서비스 부문 분사, 지분 확대"
2016-08-11,1,1,,Wunderlich sees American Eagle Outfitter running to multi-year high,Wunderlich는 American Eagle Outfitter가 다년 최고치를 기록할 것으로 보고 있습니다.
2016-10-26,1,1,,Stocks Going Ex-Dividend The First Week Of November,11월 첫째 주에 배당락되는 주식
2017-01-24,1,1,,Gold Trades Higher as US Dollar Weakens,미국 달러 약세로 금 거래가 더 높아졌습니다.
2018-10-15,1,1,,"Grannies Beat Geezers In Total Return, While Income Factory Cash Distribution Reaches 12%",Grannies는 총 수익에서 괴짜를 이겼고 소득 공장 현금 분배는 12%에 도달했습니다.
2020-05-05,1,1,,Dividend Stock Purchase Activity – April 2020,배당주 매입 활동 - 2020년 4월
2011-09-21,1,1,,ACI Worldwide - Aggressive Growth,ACI Worldwide - 공격적인 성장
2014-11-06,1,1,,3 Growing Hospitals for a Crazy Market - Investment Ideas,미친 시장을 위한 3개의 성장하는 병원 - 투자 아이디어
2015-06-24,1,1,,"InsiderInsights.com Daily Round Up 6/23/15: Actua, Mercer International, Metabolix And Flaherty & Crumrine Dynamic Preferred And Income Fund","InsiderInsights.com 일일 요약: Actua, Mercer International, Metabolix 및 Flaherty & Crumrine Dynamic 우선주 및 소득 펀드"
2016-11-01,1,1,,Silver: Expect Strong Gains In The Next Couple Of Years,은: 향후 몇 년간 큰 상승세를 보일 것으로 예상
2020-02-27,1,1,,Gilead Sciences (GILD) Surges: Stock Moves 6.6% Higher,길리어드 사이언스(GILD) 급등: 주가 6.6% 상승
2018-08-02,1,1,,"Agios Pharmaceuticals beats by $0.36, beats on revenue",Agios Pharmaceuticals가 0.36달러 앞섰고 매출도 앞섰습니다.
2019-09-07,1,1,,Dividend Challenger Highlights: Week Of September 8,배당금 도전자 하이라이트: 9월 8일 주
2019-10-07,1,1,,"Lgt Capital Partners Ltd. Buys UnitedHealth Group Inc, Alphabet Inc, Agilent Technologies Inc, ...","Lgt Capital Partners Ltd., UnitedHealth Group Inc, Alphabet Inc, Agilent Technologies Inc, ... 인수"
2019-08-22,1,1,,Alliance Data Systems (ADS) in Focus: Stock Moves 5.6% Higher,ADS(Alliance Data Systems)에 초점: 주가 5.6% 상승
2019-07-22,1,1,,AGNC Investment's Q2 2019 And 7/19/2019 BV Projection (Includes NLY BV Projection),AGNC Investment의 2019년 2분기 및 2019년 7월 19일 BV 예측(NLY BV 예측 포함)
2015-07-01,1,1,,"Stocks Rise And Shine, Eurozone Creditors Ponder Greek Deal","주식 상승과 빛나기, 유로존 채권단, 그리스 거래 고려"
2019-05-23,1,1,,"Arthur J. Gallagher Expands, Buys Stake in Edelweiss Insurance","Arthur J. Gallagher, 확장하고 Edelweiss Insurance 지분 매입"
2017-03-02,1,1,,Monster Beverage (MNST) Shares Gain on Q4 Earnings Beat,"Monster Beverage (MNST), 4분기 실적보다 주가 상승"
2019-03-12,1,1,,AGNC Investment estimates tangible NBV of $16.97 per share,AGNC Investment는 유형 NBV를 주당 16.97달러로 추정합니다.
2015-09-15,1,1,,Biotech Poised to Rebound: 5 Growth Picks,반등할 준비가 되어 있는 생명공학: 5가지 성장주
2018-01-05,1,1,,The Rose Portfolio Update With Double Digit Total Return For The 91 Holdings,91 Holdings의 두 자릿수 총 수익률로 Rose 포트폴리오 업데이트
2015-09-21,1,1,,Adept Technologies Acquired Two Months After Recommendation 87 Return for Shareholders,"Adept Technologies, 추천 87 이후 두 달 만에 인수 주주환원"
2011-10-21,1,1,,6 Dividend Stocks for Earnings Season,실적 시즌을 위한 6가지 배당주
2019-09-04,1,1,,Russell 2000 (Top Weights) Earnings Estimates Climb Higher,Russell 2000(최고 가중치) 수익 추정치 상승
2012-02-16,1,1,,"Stocks Pull Higher; NetApp, Advanced Auto Surge","주식이 상승합니다. NetApp, 고급 자동 서지"
2018-11-13,1,1,,The Acquirer's Portfolio - A Year In Review,인수자의 포트폴리오 - 1년 검토
2010-06-16,1,1,,Three Ways to Play the World Cup,월드컵을 즐기는 세 가지 방법
2019-03-15,1,1,,Sealed Air (SEE) Stock Up 29% YTD: What's Driving the Rally?,Sealed Air(SEE) 재고는 YTD 29% 증가: 랠리를 주도하는 요인은 무엇입니까?
2016-04-12,1,1,,Ameren: Acquisition Rumors Make This Solid Utility Look Less Attractive,Ameren: 인수 소문으로 인해 이 견고한 유틸리티가 덜 매력적으로 보입니다.
2019-08-08,1,1,,"ACI Worldwide EPS beats by $0.15, beats on revenue",ACI Worldwide EPS가 0.15달러 앞섰고 수익도 앞섰습니다.
2015-05-01,1,1,,Ivy Portfolio May Update,아이비 포트폴리오 5월 업데이트
2015-12-17,1,1,,8 Dividend Stocks Trading At 2007 Prices,2007년 가격으로 거래되는 8개 배당주
2020-02-19,1,1,,"Global Mass Spectrometer Market —…—… Global Size, Growth Insight, Share, Trends, ...","글로벌 질량 분석기 시장 —…—… 글로벌 규모, 성장 통찰력, 점유율, 동향, ..."
