Date,Label,Headline_and_Subtitle,Market_Return
2013-06-24,0,Cigna Shares Hits 52 Week High - Analyst Blog,-0.0108690119098592
2012-12-19,0,"Advanced Emissions Solutions Inc (ADES) CTO Sharon Sjostrom sells 1,000 Shares",-0.0033294555226032
2010-07-14,0,Retail Sales Send Stocks Tumbling,0.0034834763547744
2012-02-10,0,Stocks Post Worst Losses for the Year on Greek Drama,-0.007976857920986
2014-11-03,0,Will Ameren Corp (AEE) Miss on Earnings This Season? - Analyst Blog,0.0017642798907944
2019-03-14,0,"Agenus misses by $0.12, misses on revenue",-0.0016353956865416
2014-05-19,0,Falling Earnings Estimates Signal Weakness Ahead for Aixtron (AIXG) - Tale of the Tape,0.0086099975667048
2019-08-28,0,BofAML turns bearish after Autodesk earnings,0.0038239271687106
2017-10-24,0,Cincinnati Financial (CINF) Q3 Earnings: Cat Losses to Hurt?,0.0017611047375845
2018-03-15,0,"Agenus misses by $0.06, misses on revenue",-0.0020101648702537
2020-04-08,1,"Mountain Pacific Investment Advisers Inc Buys Assurant Inc, Vanguard Short-Term Government Bond ...",0.025818870275615
2015-02-09,1,"Aaron's Rises on Q4 Earnings Beat, Initiates 2015 View - Analyst Blog",-0.0038761776193582
2014-09-18,1,Six Leading Stocks Still In Buy Range After Breakouts,0.0068476400097823
2016-11-25,1,Tracking Ole Andreas Halvorsen's Viking Global Portfolio - Q3 2016 Update,0.0033898588092724
2015-07-06,1,"Well, so much for the merger-stoked upside; Aetna down 6% on high volume",-0.0034476533557036
2015-06-08,1,Beat The S&P 500 With These 5 Top Dividend Stocks,-0.0092395083488708
2020-04-17,1,"Golden State Wealth Management, LLC Buys iShares Core U.S. ...",0.0138038352838005
2015-08-04,1,Amedisys (AMED) Up 9% on Q2 Earnings and Revenue Beat - Analyst Blog,-0.0019216711857567
2016-08-04,1,Stocks Turn Negative; Europe Rallies On BOE Vote; Monster Beverage On Deck,0.0012616459994692
2015-08-18,1,New Strong Buy Stocks for August 18th,-0.0063534961634292
2014-03-24,1,"Selling Pressure Builds In Leading Growth Stocks, Nasdaq",-0.0117845163974422
2013-09-23,1,"Concur to Invest in Visage, Shares Up 0.6% - Analyst Blog",-0.0025008256100685
2018-02-06,1,"Tradition Capital Management Llc Buys iShares MSCI EAFE, SPDR S&P 5……, International ...",0.0212916345147597
2015-02-19,1,Antibiotic developers up premarket on superbug exposure in Los Angeles,0.0037380731422713
2019-02-19,1,Analog Devices Just Within Buy Range As Quarterly Report Nears,0.0019217177565178
2017-10-19,1,Top Ranked Value Stocks to Buy for October 19th,-0.0028909652764995
2018-02-16,1,Is a Beat in Store for MINDBODY (MB) This Earnings Season?,-0.0023372320172121
2018-08-28,1,Dollar General (DG) Q2 Earnings: Solid Comps to Fuel Results,0.0015141292441429
2019-04-29,1,"Global IGBT And Super Junction MOSFET Market —…–9 : Consumption Growth Rate, Market ...",0.0018965672564215
2017-12-29,1,A 2017 Year-End Portfolio Of Bounce Candidates Expected To Outperform In January,-0.0067293441416873
2018-03-26,1,Stocks To Watch: AAR Sees Relative Strength Rating Rise To 81,0.0325869974892794
2019-04-18,1,Advaxis (ADXS) Stock Sinks As Market Gains: What You Should Know,0.0002476188894313
2018-05-01,1,"AGCO beats by $0.23, beats on revenue",0.0091179894913673
2019-12-13,1,"Top Undervalued Companies Owned by Activist Investors, Part –",0.0020143312030556
2020-02-06,1,"Stevens Capital Management Lp Buys VanEck Vectors Gold Miners ETF, Walmart Inc, Digital Realty ...",0.0066750279966247
2011-12-16,1,"Zacks Releases Four Powerful ''Buy'' Stocks: Oil States International, American Campus Communities, Treehouse Foods and CAI International - Press Releases",0.0056355812469608
2018-11-29,1,Why Is American Financial (AFG) Up 4% Since Last Earnings Report?,-0.0025385088878614
2018-08-06,1,American Equity Investment (AEL) Surpasses Q2 Earnings and Revenue Estimates,0.0061021954127622
2016-09-09,1,What I Don't Want as a Dividend Growth Investor,-0.0253960134299904
2016-12-06,1,"This Small Industry Group Is Big In New Highs, Stocks In Bases",0.0045414131127887
2018-12-10,1,Generics under pressure on expanded price-fixing investigation,0.0073566050193707
2018-10-30,1,Under Armour leads the consumer gainers; earnings related stock dominate losers,0.0157950754740947
2015-02-12,1,"American Equity beats by $0.09, beats on net investment income",0.0117532951136993
2020-02-20,1,"Cyber Security Market, Size, Growth, Share, Trade Analysis, Current Trends —…—8|Top Key ...",-0.0067442955151165
2020-02-13,1,New Strong Buy Stocks for February 13th,-0.0014384425219915
2019-11-05,1,Acorda (ACOR) Q3 Earnings and Revenues Surpass Estimates,0.0001754366258639
2018-08-09,1,"Suncoast Equity Management Buys Microsoft Corp, The Home Depot Inc, iShares U.S. ...",0.0004373177842564
2014-08-07,1,"Plains All American Beats on Q2 Earnings, Loses on Y/Y Fall - Analyst Blog",-0.0046106452840418
2019-10-25,1,"Sage Rhino Capital Llc Buys ishares Gold Trust, Apple Inc, Barrick Gold Corp, Sells Aramark, ...",0.0070024083006741
2013-02-01,1,"Stocks Jump After January Jobs Report; Dow Tops 14,000",0.0117659728345342
2018-07-19,1,Is Abaxis (ABAX) Outperforming Other Medical Stocks This Year?,-0.0037100209481686
2019-01-28,1,Xcel Energy (XEL) to Report Q4 Earnings: Is a Beat in Store?,-0.0110511146080864
2017-02-27,1,5 Stocks to Buy for the Post-Obamacare Era,0.0028381460664537
2017-02-01,1,"Stocks Salvage Gains In Session Stirred By Apple, AMD, Facebook, Fed",0.0049618708958709
2018-01-09,1,How I Beat The Market In 2017,0.0008648321927422
2018-11-01,1,"54 Top Nasdaq October Dividend Dogs By Yield, Upside And Net Gains",0.0175420082348631
2020-04-20,1,"Puplava Financial Services, Inc. Buys SPDR Select Sector Fund - Technology, iShares Core U.S. ...",-0.0103361544808875
2019-08-19,1,"Global Vacuum Interrupters Market Competitive Strategies, Regional Analysis with a CAGR of 6. ...",0.0135283632638896
2020-01-16,1,FPA Capital Fund Buys 4 Stocks in 4th Quarter,0.0106310481410589
2020-03-09,1,CRAI vs. ACN: Which Stock Should Value Investors Buy Now?,-0.0728740234369439
2018-03-05,1,Brown-Forman (BF.B) Q3 Earnings: Is Beat in Store Again?,0.0100359806077965
2018-05-02,1,"Stock Market Mixed as Apple Earnings, Fed Meeting In Focus; Shutterfly Gaps Up",-0.0041791538211548
2020-01-30,1,Tall Oil Fatty Acid (TOFA) Market (PDF) [Review: —…—…-—…—9] | Top Players – ...,0.002562708443798
2018-09-24,1,Top Foreign ETFs of Q3,0.0007875385745343
2018-07-26,1,"FDA accepts ADMA Bio's Bivigam application amendment, action date October 25; shares up 18%",-0.0100929946935801
2019-10-11,1,Rising Real Yields Weigh On Gold And Silver In The Short-Term - David Brady (10/10/2019),0.0133647587755647
2015-02-18,1,Analog Devices (ADI) Beats on Q1 Earnings and Revenues - Analyst Blog,0.0014471224737024
2016-12-02,1,Why Rising Rates Are Good For High Yield Credit,0.00086458656945
2019-10-09,1,AES vs. UTL: Which Stock Should Value Investors Buy Now?,0.0102201814742353
2015-05-13,1,Mid-May REITs: Yields To 18%; Upsides To 38%; Gains To 44%,0.0011052632766759
2013-11-12,1,Stocks with Over 20% Upside Price Targets - Screen of the Week,3.313514530267625e-05
2014-10-01,1,Stocks Sell Off On Europe Worries; Growth Names Slammed,-0.0158678171267844
2020-05-06,1,Earnings Season Preview: Amerisourcebergen Near Buy Zone With EPS Due,0.0051389390367915
2017-10-24,1,Can Higher Revenues Drive CME Group's (CME) Q3 Earnings?,0.0017611047375845
2015-01-07,1,REIT Market Update For 2015,0.0125698335901216
2018-07-09,1,"Market Volatility Bulletin: Trade Concerns Fade, Stocks Make Another Try For S&P's Upper Range",0.0088197993842558
2019-11-08,1,MRA Associates USA LLC Buys iShares Core U.S. ...,0.0048360833016478
2019-07-22,1,Arch Capital Group (ACGL) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,0.0070765952457958
2012-03-13,1,Stocks Up Ahead Of Fed Release; VMware And GNC Break Out,0.0188426202580771
2018-01-31,1,AK Steel's (AKS) Earnings and Revenues Beat Estimates in Q4,0.0012158087591922
2014-01-28,1,U.S. Steel Beats Q4 Earnings - Analyst Blog,0.0035140116558984
2019-06-12,1,SIL: Silver Miners Performance And Valuation Update - June 2019,-0.0038158316315164
2017-03-01,1,"Portfolio Update: Something Old, Something New, Nothing Borrowed, But Oh, Was I Blue",0.0134907997576967
2013-09-25,1,"Neogen Meets Earnings Ests, Shares Up 2% - Analyst Blog",-0.0018974065796457
2020-05-14,1,"Penn Mutual Asset Management, LLC Buys iShares U.S. ...",0.0090881485289699
2019-02-14,1,Acorda Therapeutics (ACOR) Tops Q4 Earnings and Revenue Estimates,0.0008854415277603
2018-01-31,1,"Market Volatility Bulletin: Equities Try To Regroup, While The VIX Term Structure Steepens Out",0.0012158087591922
2016-10-26,1,"AllianceBernstein beats by $0.02, beats on revenue",-0.0062705612720709
2010-06-14,1,Stocks Under $10 Near Trend Line Support,0.0001603954651392
2015-09-04,1,Revelations From An Investigation Into Silver Supply And Demand,-0.0104742955793809
2012-08-27,1,8 Stocks Surging on Big Volume,0.0011075357925092
2016-03-07,1,Remain Bullish on Gold Amid Economic Slowdown,-0.0018592288128812
2011-04-21,1,Nucor Adds to Bullish Earnings Train,0.0062978909200135
2020-02-28,1,Man-portable Communication Systems Market (New PDF) [Review: —…—…-—…—9] | Top ...,0.0001038522694056
2019-09-26,1,Should First Trust Mid Cap Growth AlphaDEX Fund (FNY) Be on Your Investing Radar?,-0.0057840199718615
2016-11-01,1,"Armada Hoffler Properties beats by $0.02, beats on revenue",-0.0068527844029735
2017-08-09,1,Amerivest Investment Management LLC Buys iShares Core U.S. ...,-0.0028459299522591
2019-10-18,1,"Newly-Introduced Digital Pen Market Research Report | Anoto Group AB (publ), Livescribe, Wacom",-0.0082519670936567
2019-04-22,1,"MHI Funds, LLC Buys Cummins Inc, Magna International Inc, Citizens Financial Group Inc, Sells ...",0.0021517669049018
2018-01-30,1,Will Improved Top Line Aid CME Group's (CME) Q4 Earnings?,-0.008575597858458
2019-07-31,1,FTI Consulting (FCN) Beats on Earnings and Revenues in Q2,-0.0118679059703309
2019-12-05,1,"Brandes Investment Buys Halliburton Co, Takeda Pharmaceutical Co, Netgear Inc, Sells UBS Group ...",0.0004704597555706
2020-02-19,1,Household Vacuum Cleaners Market is Expected to Grow High CAGR of 4.7% by —…——,0.0086758149392263
2019-10-23,1,"Amphenol (APH) Q3 Earnings Beat Estimates, Revenues Down Y/Y",0.0019113599876994
2020-02-11,1,"SCS Capital Management LLC Buys Vanguard Short-Term Inflation-Protected Securities, SPDR ...",0.0010957991559588
2018-08-30,1,"Long Term, Stocks And Gold Beat Stocks And Bonds",-0.0026301965030861
2020-02-20,1,"Liquid Elastomeric Market —…—… Share, Size, Future Demand, Research, Top Leading ...",-0.0067442955151165
2020-02-24,1,"Medical Device Sector Market Growth Analysis By Size, Share, News, Demand, Opportunity During ...",-0.0371018886795477
2018-02-27,1,"Sun Hydraulics (SNHY) Tops on Q4 Earnings, 2018 View Solid",-0.0122765417802969
2020-02-10,1,"Smart Toys Market Analysis By Industry Size, Share, Key Drivers, Growth Factors, Demands, ...",0.011331313707803
2020-02-26,1,"Battery Recycling Market: Business Opportunity, Global Trend, Future Growth, Key Findings and ...",0.0016920121754293
2014-08-01,1,Critical Investor John Hussman's Top Five Q2 Holdings,-0.0039200879533558
2019-12-05,1,ACADIA Pharma up 10% premarket on positive pimavanserin data,0.0004704597555706
2015-07-08,1,Will Santander Consumer (SC) Fail Fed's Stress Test Again? - Analyst Blog,-0.0175489540682678
2014-10-06,1,Gannet Boosts Digital Portfolio with Cars.com Acquisition - Analyst Blog,-0.0046519391625854
2020-05-05,1,"New England Investment & Retirement Group, Inc. ...",0.0112976045226294
2019-01-31,1,Allegiant (ALGT) Stock Up 3% on Q4 Earnings & Revenue Beat,0.0137350767605186
2019-06-20,1,"Regardless Of Fed Decision, Buy Bonds Through AGG",0.008015206720173
2019-11-18,1,Agilent Technologies (A) Earnings Expected to Grow: Should You Buy?,0.0010666822169702
2018-04-19,1,"ABB Reports In-Line Earnings in Q1, Tops Revenue Estimates",-0.0078380113531859
2016-07-29,1,Dividend Growth Stocks for Intelligent Investors,0.0013869893522069
2017-08-02,1,"Herbalife (HLF) Q2 Earnings Top, New FTC Rules Raise Concern",-4.558255541786682e-05
2019-02-04,1,Best Dividend-Paying Stocks for Dividend Growth Investors,0.0115186423387476
2015-01-28,1,ADT Beats Q1 Earnings on Solid Execution of Operations - Analyst Blog,-0.0092939796272562
2015-04-17,1,Advaxis files to sell up to $200M in stock; shares -6%,-0.0151723574423208
2018-06-22,1,Arthur J. Gallagher Boosts Service Portfolio With Buyout,-0.0026099443901483
2019-11-14,1,"HHR Asset Management, LLC Buys Microsoft Corp, PVH Corp, Everbridge Inc, Sells Netflix Inc, ...",-0.0003631268514691
2014-05-27,1,"AutoZone: In-Line Q3 Earnings, Up Y/Y - Analyst Blog",0.0122460801869783
2018-02-02,1,"Omnia Family Wealth, LLC Buys Alerian MLP, iShares Core MSCI Emerging Markets, Citigroup Inc, ...",-0.0196198778004396
2015-08-31,1,Can Google Serve Up More Transparency To Investors?,-0.0107304529277186
2018-04-09,1,Valuation Dashboard: Utilities - Update,0.0050946378532348
2014-02-25,1,Revenue Growth: Focus On Healthcare Stocks,-0.0012532980254897
2020-04-01,1,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Updates AAN, ALGN, ALLK, CCI Investors, Encourages ...",-0.0440929358352877
2013-02-25,1,4 Stocks Rising on Unusual Volume,-0.0144126064653073
2020-01-17,1,"Comprehensive Portfolio Management, LLC Buys Uber Technologies Inc, Vanguard FTSE Emerging ...",0.0033996051431786
2015-09-10,1,"Markel Boosts Insurance Linked Securities, to Buy CATCo",0.0083506708961869
2019-04-16,1,Automatic Data Processing And Paychex: Overvalued Dividend Stocks To Buy On A Pullback,0.0030366330477846
2014-08-05,1,Drugmaker Q2 Profits Robust,-0.0070828173153058
2013-03-07,1,"American Financial Group Inc (AFG) Co-CEO & Co-President S Craig Lindner sells 60,000 Shares",0.0030164041837654
2018-05-09,1,"DXP Enterprises (DXPE) Q1 Earnings Lags Estimates, Up Y/Y",0.0100469601738566
2017-02-02,1,Cigna (CI) Beats Earnings and Revenue Estimates in Q4,-0.0011430280352092
2018-10-15,1,Can A Dividend Growth Portfolio Beat Index Funds?,-0.0088236456900651
2019-04-01,1,"2019 First Quarter Update, 10% High Yield Stocks Massive-Recovery",0.0128847472088291
2019-05-01,1,Why the Earnings Surprise Streak Could Continue for Agilent (A),-0.0056513644465989
2014-04-28,1,Will International Paper (IP) Surprise This Earnings Season? - Analyst Blog,-0.000284661796985
2020-03-17,1,"Fibrinogen Deficiency Drug Market Trends, Share, Size, Growth, Supply and Manufacturers ...",0.0623049234120192
2013-05-24,1,Why Stocks Are Primed to Move Higher,-8.09468937564839e-05
2020-01-30,1,"Explosive Growth In Global Liquid Handling System Market —…—…| Danaher,Thermo Fisher ...",0.002562708443798
2018-08-08,1,"Us Bancorp de Buys Schwab U.S. TIPs, iShares Floating Rate Bond, Arthur J. ...",0.0005923545386843
2018-12-26,1,Medallion Financial and Altisource Asset Management among financial gainers; X Financial and U.S. Global Investors losers,0.058363412730326
2015-04-29,1,"AAC Holdings beats by $0.05, beats on revenue",-0.0062862800019317
2019-10-22,1,"LVZ Advisors, Inc. Buys iShares Core U.S. ...",-0.0071898199069686
2020-04-30,1,Air Lease (AL) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,-0.0028223191063138
2020-05-15,1,US Stocks Close Slightly Higher Friday Despite Retail Report,0.0079206242945659
2020-04-09,1,"Money Matters Financial Group Inc Buys iShares Russell '………, Schwab U.S. ...",0.0077469968159034
2019-07-26,1,"3 Semiconductor Stocks To Buy Today, And 1 To Avoid: Machine Learning-Driven Insights",0.0111269619908811
2018-11-06,1,"AES +5% after beating on Q3 earnings, reaffirming full-year earnings outlook",0.0064280020267184
2015-08-18,1,These Consumer Stocks Got A Boost From Wall Street Upgrades,-0.0063534961634292
2014-11-06,1,"Netflix to Enter Australia by 2015, Boosts Overseas Business - Analyst Blog",0.0038413925047828
2015-08-11,1,Advance Auto Parts (AAP) Q2 Earnings: A Surprise in Store?,-0.0127425159970544
2019-10-15,1,Europe Electric Vehicle Chargers Market Statistics —…–9 : Showcases Promising Growth by ...,0.0124319059479296
2015-01-14,1,3 Auto Parts Stocks Set to Gain in 2015 - Analyst Blog,-0.0047581627761986
2017-11-15,1,Is a Beat in the Cards for Burlington (BURL) in Q3 Earnings?,-0.0046988374218195
2015-08-12,1,New Strong Buy Stocks for August 12th,0.0015089169088462
2019-07-22,1,"Agree Realty FFO beats by $0.03, beats on revenue",0.0070765952457958
2013-01-30,1,50 Stocks with Fastest Dividend Growth in January 2013,-0.0035989465674608
2018-08-27,1,Will Best Buy (BBY) Succeed in Reporting Higher Q2 Earnings?,0.0090511078623127
2019-10-16,1,Dividend Growth Stocks Of Tomorrow: Air Lease Corporation,-0.0030102660757148
2015-12-16,1,High-Yield Credit Carnage Round-Up,0.0151680802995202
2019-02-19,1,Dogcatcher Readers Find Favorite February Equities And Funds,0.0019217177565178
2019-04-18,1,Ashford Hospitality Trust (AHT) Outpaces Stock Market Gains: What You Should Know,0.0002476188894313
2015-02-03,1,"American Capital Agency Beats Q4 Earnings, Book Value Up - Analyst Blog",0.0109159028304963
2014-04-25,1,Winter Chill Drives DTE Energy Earnings Beat - Analyst Blog,-0.017544316014972
2012-03-05,1,Top-Performing Funds Add Shares Of Questcor Pharma,-0.0086385484272392
2017-02-08,1,"Buckingham Capital Management, Inc. Buys Vanguard Short-Termorate Bond ETF, SPDR Nuveen ...",0.0014504161201251
2017-05-23,1,"J.P. Marvel Investment Advisors, LLC Buys Carbonite Inc, Platform Specialty Products Corp, ...",0.0008298270275555
2018-08-16,1,Industrial Output Slows Down in July: 4 Solid ETFs & Stocks,0.0041676616588568
2015-02-03,1,"Aetna EPS in-line, beats on revenue",0.0109159028304963
2013-07-29,1,Simpson Beats Earnings Estimates - Analyst Blog,-0.0038802654386433
2018-11-09,1,"Magna (MGA) Beats Q3 Earnings Estimates, Lowers Guidance",-0.0164628811504092
2018-02-28,1,"Rtw Investments, Llc Buys Dicerna Pharmaceuticals Inc, Global Blood Therapeutics Inc, Achillion ...",-0.0078223183432375
2016-07-05,1,The Dividend Growth 50 Trumps The Market By Nearly 300%,-0.0081582215390343
2018-04-09,1,Acadia Pharma down 17% premarket on Nuplazid safety concerns,0.0050946378532348
2016-05-13,1,Abengoa Yield (ABY) Gains Ahead of Earnings,-0.0041478854164046
2015-12-03,1,AGCO Corporation Investors Are Too Optimistic,-0.0167258923282713
2018-12-20,1,Omega Healthcare Investors: Buy This Income REIT Because Of Its Growing Business Sector,-0.0163361003067341
2018-10-24,1,"5 Buy Ratings To Choose From, REIT Sector Bargains",-0.0442538977928296
2013-12-26,1,Surging Earnings Estimates Signal Good News for AK Steel (AKS) - Tale of the Tape,0.0028300999964747
2020-05-07,1,"Veracity Capital LLC Buys iShares –-' Year Treasury Bond ETF, Walmart Inc, Kimberly-Clark ...",0.0141478422326497
2015-07-14,1,New Strong Buy Stocks for July 14th - Tale of the Tape,0.0065819396267368
2011-08-10,1,5 Fertilizer Stocks to Grow With,-0.0408737774135995
2016-07-13,1,FPA Capital Fund Buys More Shares of 5 of Its Current Holdings,-0.0034024401328507
2015-04-28,1,"Apple (AAPL) Tops Q2 Earnings on Solid iPhone, Mac Sales - Analyst Blog",-0.0009545137344992
2016-05-27,1,S&P ETFs Post Biggest Weekly Rally Since March; Investors Look Abroad,0.0064731679255292
2019-06-26,1,Should Value Investors Buy American Equity Investment (AEL) Stock?,0.0032023964467964
2015-08-05,1,"InsiderInsights.com Daily Round Up 8/4/15: American Addiction Centers, NexPoint Credit Strategies Fund, Maxwell Technologies, Kayne Anderson MLP Investment",0.0067358341480041
2019-01-02,1,Apartment Investment and Management Sees Hammer Chart Pattern: Time to Buy?,0.0046207782102254
2017-03-02,1,"ACI Worldwide beats by $0.05, beats on revenue",-0.0072509069009324
2015-09-11,1,PayPal Expands Seller Protection Policy in 6 Asian Markets,0.0054396338285118
2018-02-13,1,Arch Capital Group's (ACGL) CEO Dinos Iordanou on Q4 2017 Results - Earnings Call Transcript,0.0045187604718466
2018-12-06,1,Why American Eagle (AEO) is Poised to Beat Earnings Estimates Again,0.0041670574569088
2016-09-26,1,Gold Mining Funds Gain And Banks Trail As Wary Investors Eye Clinton-Trump Face-Off,-0.0090957481270319
2019-08-23,1,"Gold, metals stocks extend gains amid market volatility",-0.0299847852611394
2014-12-15,1,Why Akorn (AKRX) is Poised to Beat Earnings Estimates Again - Tale of the Tape,-0.0104091327982063
2016-04-06,1,Just Beat It: How To Filter Through Emerging Markets To Outperform The Index,0.0158528377321447
2019-02-06,1,American Equity Investment (AEL) Q4 Earnings Surpass Estimates,-0.0036206434793851
2018-05-01,1,"Aetna beats by $0.22, beats on revenue",0.0091179894913673
2015-07-02,1,Portfolio Rehab - 2nd Quarter Update,-0.000779984552254
2017-06-13,1,Deckers (DECK) Up Post-Earnings: Will Momentum Last?,0.007272358097061
2018-10-25,1,"Altra Holdings beats by $0.04, beats on revenue",0.0295340645279438
2019-11-25,1,IGBT Market to Expand Substantially Owing to Technological Innovations During Forecast Time Frame,0.0132173637552888
2015-07-15,1,"Defense Stock Roundup: Lockheed Rumored to Buy Sikorsky, AAR Beats on Q4 Earnings - Analyst Blog",-0.001165587339422
2020-05-08,1,"Bank Of The West Buys SPDR S&P 5……, iShares S&P 5…… Growth, Accenture PLC, ...",0.0157756701016575
2015-01-26,1,"Achillion (ACHN) Shares March Higher, Can It Continue? - Tale of the Tape",0.0029172411146065
2019-09-24,1,Top Ranked Growth Stocks to Buy for September 24th,-0.0146478477178539
2019-05-10,1,Tracking Kahn Brothers Portfolio - Q1 2019 Update,0.0008027337760745
2017-06-21,1,5 Value Stocks with Exciting EV/EBITDA Ratios to Scoop Up,0.0074208450428605
2016-10-19,1,Energy ETFs Rise As Oil Jumps To Its Best Level In More Than A Year,0.0004901584671894
2018-10-31,1,Applied Industrial Technologies (AIT) Tops Q1 Earnings Estimates,0.0201420066558675
2012-02-10,1,5 Hedge Funds' Top Stocks Soar After 2011 Rout (Update 2),-0.007976857920986
2018-12-18,1,"Buy Orchid Island At 16% Dividend Yield And 17% Discount To Net Asset Value, Short AGNC If You Want To Hedge",0.0044686678129757
2020-02-21,1,Global BPM Market is expected to grow USD '5.8— Billion by —…—7 : Fior Markets,-0.0178833375246232
2019-08-07,1,"Partnervest Advisory Services LLC Buys JPMorgan Ultra-Short Income ETF, Invesco S&P 5…… ...",0.0037736550023228
2018-11-01,1,Investing Ideas For An Aging Expansion: 3 Reasons To Look At Munis,0.0175420082348631
2015-12-10,1,"Premarket Biotech Digest: Portola Insider Buying, Pfizer Advances Avelumab, Cara's Positive Data",0.004439653856705
2014-05-21,1,Stocks Rally But Fall Off Session Highs; Qiwi Surges,0.0084576108188005
2018-08-02,1,"Agios Pharmaceuticals beats by $0.36, beats on revenue",0.0123778788472004
2017-08-30,1,Why Is Barrick Gold (ABX) Up 9.7% Since the Last Earnings Report?,0.010539682608555
2019-05-08,1,"LaSalle Street Capital Management, LLC Buys iShares Short-Term Corporate Bond ETF, Advance Auto ...",-0.0025666195374799
2018-10-16,1,Wall Street Rises on Strong Earnings,0.0289002162942737
2017-06-14,1,Top Ranked Value Stocks to Buy for June 14th,-0.0040962161396709
2019-09-04,1,5 Top-Ranked Stocks Screened on DuPont Criteria,0.0130451660271309
2019-09-18,1,Utilities maintain modest gains after Fed rate cut,-0.0010542220507535
2016-06-06,1,S&P ETFs Nab Another 2016 High As Oil Spike Boosts Energy Stocks,0.0052989044662956
2014-10-29,1,"CNO Financial's Q3 Earnings Beat Estimates, Improve Y/Y - Analyst Blog",-0.0032995402274749
2015-04-28,1,"American Capital Agency Beats Q1 Earnings, Cuts Dividend - Analyst Blog",-0.0009545137344992
2018-08-28,1,Premarket Gainers as of 9:05 am (08/28/2018),0.0015141292441429
2018-05-16,1,Tracking Bill Ackman's Pershing Square Portfolio - Q1 2018 Update,0.0063482414945983
2014-08-20,1,"Athleticwear Picks Up Pace In Fashion, Boosts Stocks",-0.0002274506758811
2016-01-08,1,"Wobbles Aside, Small Pharma Shares Broadly On The Up In 2015",-0.0097667075213716
2017-08-14,1,"Mountain Lake Investment Management LLC Buys Viasat Inc, Avis Budget Group Inc, Alliance ...",0.0133731509154257
2017-11-24,1,9 Stocks Arnold Schneider Keeps Buying,0.0031744794801438
2018-11-23,1,Tracking Alex Roepers' Atlantic Investment Management Portfolio - Q3 2018 Update,-0.0047717766189178
2018-08-20,1,Tracking Jeffrey Ubben's ValueAct Portfolio - Q2 2018 Update,0.0005987064841461
2014-05-07,1,The Electronic Payments Market Can Take ACI Higher,-0.0032077573440484
2020-03-16,1,AIG Announces Adjustments to Warrant Exercise Price and Shares Receivable upon Warrant Exercise,-0.123213312901474
2015-04-10,1,Massive Revenue Growth - Buy The Dip In Argan Incorporated,0.0043058927066317
2018-08-13,1,"Growth Is Picking Up At ABB, With Book-To-Bill Indicating It Will Not Slow Down Soon",-0.0024747583184948
2017-11-20,1,"Agilent beats by $0.05, beats on revenue",0.0011676495703669
2013-09-25,1,"AutoZone Beats Earnings, Revs In Line - Analyst Blog",-0.0018974065796457
2018-10-17,1,4 Solid Buys With Fat Dividend Yields Within The REIT Sector,-0.000364926116831
2015-01-22,1,"Top World Stocks Close In On Buy Points, New Highs",0.0177785547171027
2014-08-26,1,Stocks Rise As Biotechs Lead; Amazon To Buy Twitch,0.0029161768961605
2019-11-14,1,"GM Advisory Group, Inc. Buys PIMCO Enhanced Short Maturity Active Exchange-Trad, iShares MSCI ...",-0.0003631268514691
2017-05-11,1,"Irving Magee Investment Management Buys Berkshire Hills Bancorp Inc, Heartland Financial USA ...",-0.0021504118827843
2012-10-04,1,"WEBINAR: Fertilizer Stocks, Our Favorite Space to Trade",0.0045387357729407
2014-05-16,1,Advance Auto Parts Q1 Earnings Top Ests - Analyst Blog,0.0052343402961347
2018-08-02,1,Aetna (AET) Q2 Earnings and Revenues Beat Estimates,0.0123778788472004
2017-08-15,1,Stocks To Watch With Earnings On Tap: Best Buy,-0.0011387938396544
2018-05-14,1,5 Top-Ranked Stocks Leading the Market Rally This Year,0.0011400889302344
2019-10-18,1,American Electric (AEP) to Report Q3 Earnings: Will It Beat?,-0.0082519670936567
2016-05-26,1,Munis: Flattening Yield Curve Supports Performance,0.0014055234377765
2015-04-28,1,"American Financial Beats on Q1 Earnings, Gives Guidance - Analyst Blog",-0.0009545137344992
2016-04-11,1,U.S. Bond Market Week In Review: A Look At Evans' And Rosengren's Speeches,-0.0035644494435542
2016-05-23,1,Chinese investors buying Aixtron for $750M ($6.72/share); shares jump,-0.0007925832552813
2019-11-21,1,American Eagle Down 23% YTD: Can Growth Efforts Aid Stock?,-0.0024066091789468
2014-10-01,1,SEI Investments Remains Focused on Top-Line Growth - Analyst Blog,-0.0158678171267844
2017-12-01,1,"Cummins downgraded, AGCO upgraded at Goldman in move to ag sector",-0.0038377197266267
2019-06-18,1,"Global Conductive Ink Market —…–9 : Top Companies Strategy – Du Pont, Henkel AG & ...",0.0138763015276224
2019-02-22,1,"OGE Energy (OGE) Q4 Earnings Beat Estimates, Revenues Up Y/Y",0.0090928572934054
2019-09-11,1,MGIC Investment Records Solid Insurance in Force in August,0.0105787141618085
2019-05-07,1,Mercury's (MRCY) Q3 Earnings Ride on Organic Revenue Growth,-0.019638628273811
2016-06-03,1,Seeking Solid Dividends And Capital Gains? These Top REIT Stocks Deliver,-0.0058011981717542
