date,Headline_and_Subtitle,Label,Reviewed_Label
2016-05-06,Major Stock ETFs Recover After Big Jobs Miss; What Next For Rates?,0,0
2018-10-23,"Hexcel (HXL) Q3 Earnings Match Estimates, Revenues Miss",0,0
2018-09-28,Reuters: Barrick eyes China money to lower Africa risk after Randgold deal,0,0
2016-03-21,Barrick Announces Final Results and Settlement of $750 Million Debt Tender Offer,0,0
2019-05-08,Asanko Gold misses by $0.04,0,0
2018-02-23,"U.S. Steel, AK Steel jump on report that Trump wants 24% steel tariff",0,0
2019-11-19,OneConnect Financial Files For U.S. IPO Amid Steep Losses,0,0
2016-02-09,"Transportation, Jets ETFs Speed Up As Oil Falls Below $28",0,0
2015-02-17,Taubman Centers (TCO) Falls: Stock Goes Down 6.5% - Tale of the Tape,0,0
2019-11-05,"Aaron's (AAN) Misses Q3 Earnings Estimates, Revises View",0,0
2018-08-10,"Adamis Pharmaceuticals (ADMP) Reports Q2 Loss, Misses Revenue Estimates",0,0
2019-09-30,Falling Too Far? What Sets Fallen Angels Apart,0,0
2018-03-12,Grains Mixed After WASDE While Cotton Rallies And Meats Move Lower,0,0
2020-05-26,"Axcelis Technologies Inc (ACLS) EVP, Engineering Russell Low Sold $798,…–… of Shares",0,0
2016-11-03,Ares Commercial Real Estate misses by $0.01,0,0
2015-11-27,Coal Is Dead And What Happened With Advanced Emissions Is A Dead Cat Bounce,0,0
2011-03-17,Momentum Fund Seeks to Cut Volatility,0,0
2015-08-10,"AES misses by $0.02, misses on revenue",0,0
2017-12-06,"Your Daily Pharma Scoop: Acadia Valuation, Galectin Plunges, Revance Positive Result",0,0
2020-02-28,Dow Sees Biggest Fall Ever As Stocks Enter Correction Territory,0,0
2018-08-09,Cincinnati Bell (CBB) Reports Wider-Than-Expected Loss in Q2,0,0
2018-08-17,Deere drops as costs squeeze margins,0,0
2019-01-04,"Daniel Loeb, Bill Ackman Post Losses for the Year",0,0
2020-02-17,"Old Mission Capital Llc Buys iShares MSCI Eurozone, iShares MSCI EAFE, Vanguard FTSE Developed ...",0,0
2016-03-21,U.S. Steel downgraded to Underperform at Jefferies,0,0
2015-04-29,"Atlantic Coast Federal misses by $0.01, misses on revenue",0,0
2018-11-20,Acadia Health deal now in question; shares tumble 7%,0,0
2018-07-30,AK Steel (AKS) Q2 Earnings Miss Estimates,0,0
2017-09-27,ADVISORY BOARD SHAREHOLDER ALERT: CLAIMSFILER REMINDS INVESTORS WITH LOSSES IN EXCESS OF ...,0,0
2019-11-04,"Agenus (AGEN) Reports Q3 Loss, Tops Revenue Estimates",0,0
2020-05-08,Arbor Realty Trust (ABR) Q1 FFO Miss Estimates,0,0
2015-05-05,"Agrium misses by $0.22, misses on revenue",0,0
2013-01-17,"Advanced Emissions Solutions Inc (ADES) COO C Jean Bustard sells 2,500 Shares",0,0
2015-03-06,Greif (GEF) in Focus: Stock Plunges 13.5% - Tale of the Tape,0,0
2019-02-19,"Arlington Asset Investment misses by $0.02, misses on revenue",0,0
2016-02-22,Resource Sector Digest: About Yellow Gold And Black Gold,0,0
2018-08-10,"ADMA Biologics misses by $0.04, misses on revenue",0,0
2016-08-16,"Stock Open Lower; Dollar Slips; Fabrinet, Momo, Vipshop Climb",0,0
2016-08-03,"Agrium EPS in-line, misses on revenue",0,0
2016-05-06,First Majestic: A Case Of Cost Cutting Into Your Own Flesh,0,0
2016-04-20,AllianceBernstein raises $1.55B for commercial property debt fund,0,0
2015-04-28,"AK Steel loss widens, but Q/Q shipments fall a bit less than feared",0,0
2019-09-27,Eyes on REITs for WeWork fallout,0,0
2013-01-25,"Advanced Emissions Solutions Inc (ades) CTO Sharon Sjostrom sells 2,455 Shares",0,0
2019-10-31,"Aegion's (AEGN) Q3 Earnings Meet Estimates, Revenue Miss",0,0
2019-07-18,American Electric Tech plunges on share exchange,0,0
2015-02-23,Adtran slumps after disclosing CFO's retirement,0,0
2016-03-15,Preparing For A Drop In Barrick Gold Stock,0,0
2019-11-13,Acasti Pharma EPS misses by $0.25,0,0
2015-03-20,AcelRx names interim CEO; cuts 36% of workforce,0,0
2014-02-11,ACI Worldwide (ACIW) Crumbles: Stock Falls by 6.6% - Tale of the Tape,0,0
2018-05-01,Steel equities stumble after Trump delays tariffs,0,0
2014-02-25,Dillard's (DDS) Crumbles: Stock Falls by 6.4% - Tale of the Tape,0,0
2018-11-13,AES Corp. eyes 70% cut in carbon intensity by 2030,0,0
2019-05-06,"Schneider (SNDR) Q1 Earnings & Revenues Lag, '19 EPS View Cut",0,0
2014-06-24,Weakness Seen in Alcobra (ADHD): Stock Falls 6.7% - Tale of the Tape,0,0
2019-12-12,Constellation Dumps Ballast Point For A Nearly $900 Million Loss,0,0
2018-12-11,Acorda down 12% on Goldman cut in premarket analyst action,0,0
2017-10-10,Validus Holdings Projects Q3 Cat Loss Estimates of $378.9M,0,0
2019-07-29,"Kirby (KEX) Misses on Q2 Earnings, Cuts 2019 Earnings View",0,0
2018-10-23,"Arlington Asset Investment misses by $0.06, misses on revenue",0,0
2018-12-18,Black Hills' Renewable Tariffs Program to Meet Energy Needs,0,0
2016-11-08,"Aixtron Aktiengesellschaft misses by €0.02, misses on revenue",0,0
2019-08-09,Stocks Drop On August 9: One And Done Or More Pain To Come?,0,0
2017-08-08,"Sealed Air (SEE) Q2 Earnings Miss Estimates, Updates View",0,0
2015-02-24,Allergan chief set for golden parachute if fired following Actavis takeover,0,0
2019-05-15,Steels Tariffs: One Year Later,0,0
2020-01-30,"Schneider (SNDR) Q4 Earnings Miss Estimates, Decrease Y/Y",0,0
2018-11-26,Wall Street Breakfast: Futures Rebound After Black Friday Losses,0,0
2015-08-05,"Agrium beats by $0.12, misses on revenue",0,0
2018-11-05,"Atlas Financial Holdings beats by $0.15, misses on revenue",0,0
2019-10-24,"Altra Holdings EPS beats by $0.03, misses on revenue",0,0
2019-11-06,Applied Industrial Technologies: Long-Term Compounder At Low Valuation,0,0
2019-08-16,Alliance Data Systems loses a bull as Deutsche Bank downgrades,0,0
2019-10-17,Ameren Missouri Charges Ahead with Electric Car Infrastructure,0,0
2014-12-10,Rosetta Stone (RST) Falls: Stock Goes Down 5.5% - Tale of the Tape,0,0
2020-01-13,"Fiserv (FISV) Rides on Buyouts, Product Suite Amid Debt Woes",0,0
2015-04-17,Following The Footsteps Of Dr. Michael Castor: Adamis Pharmaceuticals,0,0
2017-11-28,Examining Silver Manipulation: What Some Analysts Miss,0,0
2015-02-05,"Aceto beats by $0.02, misses on revenue",0,0
2018-05-07,Agile Therapeutics misses by $0.01,0,0
2018-04-26,Opioid prescriptions dropped 12% in 2017,0,0
2017-01-15,Another Missed Opportunity By The Gold Majors,0,0
2018-09-10,"Applied Genetic misses by $0.20, misses on revenue",0,0
2016-12-22,"Wal-Mart, Target, Macy's Drop Amid Tariff Talk: Investing Action Plan",0,0
2015-08-10,United Launches Promissum Re Collateralized Reinsurance Facility,0,0
2018-06-16,ACETO SHAREHOLDER ALERT: CLAIMSFILER Reminds Investors with Losses in Excess of ...,0,0
2015-05-07,Murray Stahl's Undervalued stocks trading at low P/E,0,0
2015-09-11,Optical networking/component stocks sell off following Finisar's earnings,0,0
2016-02-11,"AllianceBernstein beats by $0.02, misses on revenue",0,0
2015-09-11,Good Execution On Arctic Cat's Turnaround Efforts Are Key To Its Future,0,0
2019-01-16,"Alcoa +2% after Q4 earnings top estimates, sees 2019 aluminum deficit",0,0
2016-03-17,"Barrick Announces Appointment of Rob Krcmarov as Executive Vice President, Exploration and ...",0,0
2016-01-13,First annual net outflows for active mutual funds since financial crisis,0,0
2018-03-16,U.S. Weekly FundFlows Insight Report: Equity Funds Attract Net New Money For The Week In Spite Of Fears Of Inflation And A Trade War,0,0
2017-11-21,House Passes Watered Down Tax Cuts; Ed Steer: Gold/Silver Price Management Scheme,0,0
2017-02-17,Aluminum Corp. of China (ACH) Down After Thursday Fall,0,0
2018-06-11,Atlantic American names Rick Burns as Executive Vice President of Atlantic American Corporation ...,0,0
2012-09-12,"Francesca's, Polaris Rejoin IBD 50, Google Drops Off",0,0
2018-08-07,"Advanced Emissions Solutions, Inc. 2018 Q2 - Results - Earnings Call Slides",0,0
2018-04-03,Aehr Test Systems Announces Follow-on Order for Multiple ABTS™ Burn-in and Test Systems From ...,0,0
2012-07-30,"Aaron'S Inc. (AAN) Executive VP, CFO Gilbert L Danielson sells 45,000 Shares",0,0
2018-11-29,"Atmos Energy to Issue Equity to Repay Debts, Fund Projects",0,0
2016-02-18,"HollySys Executing Well, But Process Automation Is A Rough Neighborhood",0,0
2017-03-28,The Vetr community has downgraded $AKRX to 2.5-Stars,0,0
2016-12-09,Aixtron considers options following merger breakdown,0,0
2018-04-21,U.S. Fund-Flows Weekly Report: Net Outflows From Money Markets Funds Dominate,0,0
2016-08-15,–… Low PE Stock Picks for the Defensive Investor,0,0
2019-05-09,"First Majestic Silver (AG) Reports Q1 Loss, Lags Revenue Estimates",0,0
2019-08-28,"Flow Meter Market —…–9 – Global Size, Share, Analysis, Research, Demand To —…—8",0,0
2018-10-30,"Aegion misses by $0.01, misses on revenue",0,0
2014-07-18,"Enable Partners, Other Leaders Facing Market Pressure",0,0
2018-09-11,AAR -6% after SunTrust downgrades on tight labor conditions in MRO unit,0,0
2012-11-12,The Hollow Man and the Fallen Angel: The Two Types of Contrarian Stocks,0,0
2019-10-25,"Triton's (TRTN) Q3 Earnings In Line, Down on Low Revenues",0,0
2018-03-02,Top 5 Trends I Am Following In 2018,0,0
2016-04-27,The Vetr community has downgraded $AEO to 3.5-Stars,0,0
2018-02-01,"Aceto misses by $0.01, misses on revenue",0,0
2017-05-11,The Vetr community has downgraded $AKAO to 4-Stars,0,0
2016-05-09,"AES misses by $0.07, misses on revenue",0,0
2014-03-10,"5-year lows: Staples Inc, Sprouts Farmers Market Inc, The ADT Corporation, and Peabody Energy ...",0,0
2015-11-24,"Stocks Stumble In Heavy Trade; Dycom, Skyworks Climb",0,0
2018-05-09,"AcelRx Pharmaceuticals beats by $0.01, misses on revenue",0,0
2015-12-07,EU probe into crude oil price fixing drops oil firms,0,0
2019-03-06,"ADP In-Line at 183K; Trade Deficit -$59.8B, Lowest Since 2008",0,0
2015-12-09,"AEterna Zentaris (AEZS) Plummets on Share, Warrant Offering",0,0
2016-12-05,"Apple Price Target Cut; Broadcom, ADI Still Buys",0,0
2016-08-17,The Vetr community has downgraded $AFL to 2.5-Stars,0,0
2015-05-20,Urban Outfitters (URBN) Falls: Stock Plunges 15% - Tale of the Tape,0,0
2018-05-14,"ADMA Biologics misses by $0.08, misses on revenue",0,0
2020-05-28,"United Airlines (UAL) COO to Step Down, Focus on Cost Cuts",0,0
2019-11-12,Applied Genetic EPS misses by $0.04,0,0
2019-03-28,"Achaogen misses by $0.26, misses on revenue",0,0
2018-02-05,Prospect Capital's Fiscal Q2 2018 NII And NAV Projection (Impacts From Tax Cuts And Jobs Act),0,0
2015-09-10,Brazil's Problems Deepen With S&P Credit Downgrade,0,0
2015-09-25,CNO Financial's Huge Expense & Debt Levels Raise Caution,0,0
2015-06-08,Synthesis Energy +10% on commissioning of syngas gasification plants,0,0
2017-06-06,7 Valuable Low Price-to-Sales Stocks for Good Returns,0,0
2019-01-09,"ABB looks to save $500M with reorg, HQ cuts",0,0
2015-04-29,"Commodities Today: Big Rally Underway As Dollar Falls, Steel Names Under Pressure",0,0
2014-01-28,Top Performing Manager of 2013 Larry Robbins' Stocks at 52-Week Lows,0,0
2018-09-12,Surviving A Bad Stock Pick: Agenus,0,0
2017-02-10,Biotech Forum Daily Digest: Buyout Rumors On The Rise; Aratana Therapeutics' Decline Is Overblown,0,0
2018-02-15,"Agios (AGIO) Q4 Loss Wider Than Expected, Revenues Slump Y/Y",0,0
2018-11-01,"Agios Pharmaceuticals (AGIO) Reports Q3 Loss, Tops Revenue Estimates",0,0
2019-05-09,"ACI Worldwide (ACIW) Reports Q1 Loss, Misses Revenue Estimates",0,0
2013-05-18,Gold Guru John Paulson Drops Gold ABX in First Quarter Sells,0,0
2018-12-05,"Donaldson (DCI) Misses on Q1 Earnings, Tweaks EPS View",0,0
2015-10-14,Barrick Announces Pricing for Debt Tender Offer,0,0
2014-05-15,"Stocks Head South In Firm Trade; Arctic Cat, Bristol Myers Tumble",0,0
2014-12-22,Big Equity Outflows - Is It That Time Of The Year?,0,0
2016-11-11,Gold tumbles to weakest since early June,0,0
2019-08-23,Strategic Value Investing: Estimates of Cash Flows,0,0
2016-07-25,Deere downgraded at Piper Jaffray ahead of exceptionally strong corn crop,0,0
2015-12-26,"Enjoy the holiday slowdown, bond traders - things could get a lot more volatile",0,0
2018-06-15,Steel firms favored by Trump tumble after latest tariff moves,0,0
2014-06-23,Aquinox Pharmaceuticals (AQXP) in Focus: Stock Plunges 15.1% - Tale of the Tape,0,0
2016-09-08,"John Hussman Cuts Xilinx, Kroger",0,0
2019-03-27,"Vornado (VNO) Extends Credit Facility, Lowers Cost of Debt",0,0
2018-11-20,"Peter Schiff: When Everything Blows, Gold Is Going Ballistic",0,0
2019-09-23,Ameren Missouri Announces Pricing of First Mortgage Bonds Offering due —…49,0,0
2016-09-08,Gundlach: 'Clearly a bad time to raise rates',0,0
2016-08-03,AXA: A French-Based Forsaken Financial Colossus,0,0
2015-01-13,Obama reportedly set to introduce plan to cut methane emissions,0,0
2019-08-03,Stocks To Watch: Trading Tariff Turbulence,0,0
2015-06-02,Conn's Stock Jumps As It Drops Low-Margin Products,0,0
2016-11-25,Why Some Strategists Still Like Gold Despite Its Recent Weakness,0,0
2017-11-14,Glaxo's Subcutaneous Formulation of Benlysta Approved in EU,0,0
2012-03-13,ADDvantage Technologies: Nearly Debt Free!,0,0
2015-02-09,"Albany misses by $0.04, misses on revenue",0,0
2016-04-06,Asanko Gold (AKG) Fall on Production News,0,0
2018-04-13,"Alternative Energy Sees Cost Cuts, Corporate Ventures",0,0
2018-08-03,"Almaden Minerals: Low Price, Attractive Project, Permitting Issues",0,0
2013-03-25,"Guru Stocks at 52-Week Lows: BIDU, ABX, APA, PKX, MT",0,0
2015-08-07,Contractions In Money Flows And Market Liquidity - Part 7,0,0
2014-10-03,Medical Stocks Hang Tough As Market Falls,0,0
2019-11-10,American Eagle Outfitters: Mr. Market Has Already Priced In Lower Margins And Why It Could Be A Buy Signal,0,0
2015-08-26,Grief Downgraded by Moody's; Ratings Revised to Negative,0,0
2015-10-20,Aspen Discloses Cat Loss Estimate of Tianjin Explosion,0,0
2018-07-17,"As Risks Balloon, Yield Chasers Blow Off The Fed",0,0
2017-01-12,8 Undervalued Stocks With Low P/E Ratios,0,0
2017-02-10,"Comfort Systems USA, Inc. - Awaiting Execution",0,0
2015-08-17,"Agilent's revenue guidance light, EPS guidance in-line; orders drop 6%",0,0
2020-05-05,"Akebia Therapeutics (AKBA) Reports Q1 Loss, Tops Revenue Estimates",0,0
2014-03-28,Five Star Quality Care (FVE) in Focus: Stock Tumbles 9.5% - Tale of the Tape,0,0
2012-11-22,52 Week Low: Ameren,0,0
2018-08-02,"Parker-Hannifin (PH) Q4 Earnings Top, Revenues Miss Estimates",0,0
2020-01-15,Alcoa Reports Q4 Earnings Miss,0,0
2018-08-16,How Far Could Aetna Fall? (And When I'll Start Buying),0,0
2018-10-25,"ABB EPS in-line, misses on revenue",0,0
2016-04-26,AK Steel +4% after lighter than expected loss despite fewer shipments,0,0
2019-05-23,"Lower hot-rolled coil price view prompts AK Steel, Steel Dynamics downgrades",0,0
2019-06-07,Jobs Data Depicts Weakness: 75K in May,0,0
2019-01-16,Hanover Estimates Cat Loss to Affect Q4 Results by $50M,0,0
2016-07-28,"ACI Worldwide misses by $0.06, misses on revenue",0,0
2014-04-10,"Biotech IPOs Adamas, Cerulean Slump In Trading Debut",0,0
2016-05-31,"Adeptus Health commences exit-enabling equity offering for certain executives, directors and an institutional investor; shares off 7% after hours",0,0
2019-05-13,"AllianceBernstein April AUM +2.3% M/M on market action, net inflows",0,0
2019-09-03,AECOM (ACM) Rides on Strategic Initiatives Amid Low Demand,0,2
2020-02-14,"Acorda (ACOR) Q4 Earnings Top Estimates, Revenues Fall Y/Y",0,0
2019-08-01,Aaon (AAON) Q2 Earnings and Revenues Miss Estimates,0,0
2018-02-12,The Stock Market - Dow And SPX - Could Easily Drop 50%,0,0
2018-04-15,Market Volatility Bulletin: VIX Falls Despite A Choppy Day For Stocks,0,2
2015-08-24,"Tech stocks seeing major losses: SCTY, AMBA, SEDG, VHC, CSIQ, FTNT, FIT",0,0
2020-02-29,2020 Value Stocks List: Lowest P/E Stocks (+The Top 3 Value Stocks Now),0,0
2019-02-28,This 18% Yield Is Practically Guaranteed to Be Cut,0,0
2015-08-04,Stocks Set For Lower Start; Regeneron Jumps On Earnings,0,0
2018-08-28,Tesla: Why The Slow Demise Of The Models S And X Is A Bigger Problem Than Model 3's Production Ramp,0,0
2018-01-12,Aflac responds; shares remain sharply lower,0,0
2016-06-08,Steel Tariffs Can't Slow Down AAON From Taking Share In HVAC,0,0
2015-11-18,Screening for Stocks Based on Price-to-Free Cash Flow Ratio,0,0
2012-11-13,"Futures Lower amid Greece Jitters. Stocks to Watch: AKS, AAPL, CSCO, DKS, HOLX, HD, KORS, SKS, TJX",0,0
2020-01-16,"HBW Advisory Services LLC Buys SPDR Russell –……… Low Volatility ETF, Starbucks Corp, ...",0,0
2014-11-12,Stocks Down At Midday; Citi Leads Bank Stocks Lower,0,0
2016-08-09,Acadia Realty edges lower after capital raise,0,0
2019-03-26,No analyst rates Abiomed a Sell but shares plunge to three month low,0,0
2020-05-14,Dow Jones Recovers Losses on Thursday,0,0
2016-07-06,Aton Resources Inc. Announces Shares for Debt Transaction and Grant of Stock Options,0,0
2017-11-20,"Salesforce, Analog Devices, Lowe's Lead 7 Earnings Reports Tuesday: Investing Action Plan",0,0
2016-08-30,Conventional Oil Discovery Hits Multi-Decade Low - Oil Markets Daily,0,0
2019-01-11,Aehr Test Systems witnesses ~17% decline post Q2 results,0,0
2012-06-11,"Stocks Slumping to 52-Week Lows: Diamond Foods, SuperValu",0,0
2018-10-27,Stocks That Fell to '-Year Lows in the Week of Oct. —6,0,0
2019-07-29,Stock Returns After 1st Fed Cuts,0,0
2015-12-15,"Premarket Biotech Digest: Biogen Looks Stronger, Atara Plunges, Akebia Collaboration",0,0
2018-08-29,Silver Producers Are Less Vulnerable To Lower Precious Metals Prices,0,0
2014-03-25,Stocks On Pace To End Two-Session Slump,0,0
2016-09-12,"Applied Genetic beats by $0.08, misses on revenue",0,0
2016-05-02,Tech-Heavy QQQ ETF Halts Row Of Losses As Amazon Eyes $700,0,0
2019-08-15,"Aegon -7.2% as H1 hit by outflows, fair value losses",0,0
2019-05-07,CEF Report May 2019: Distribution Cuts Subside,0,0
2016-07-27,"Astoria Financial EPS in-line, misses on revenue",0,0
2011-02-24,Intrepid Potash Follows the Leaders,0,0
2017-03-23,This Is How Far Oil Prices Have To Fall To Trigger Junk Bond Chaos,0,0
2015-11-28,10 Low P/E Stocks For The Enterprising Investor - November 2015,0,0
2019-07-25,Tesla (TSLA) Earnings and Revenues Miss Estimates in Q2,0,0
2014-09-03,Select Income REIT (SIR) Crumbles: Stock Falls by 5.5% - Tale of the Tape,0,0
2013-10-19,Sector Watch: Numerous Billionaires Hold Apparel on 52-week Low,0,0
2020-05-06,"Who's In? Who's Out? Walmart & Twitter Dropped from the S&P 500 ESG Index, Among Other Major Changes",0,0
2015-04-27,"Barrick Gold misses by $0.04, misses on revenue",0,0
2020-02-13,Household Inflation Lower in January,0,0
2015-11-25,ObamaCare Enrollment Off To Slow Start For 2016,0,0
2015-03-17,"Commodities Today: More Bearish Calls For Oil And Precious Metals, Airlines Rally On Lower Oil Prices",0,0
2018-07-16,CVS responds to Trump Administration's request for info on now to lower drug prices,0,0
2017-07-14,AKG LOSS NOTICE: Rosen Law Firm Reminds Asanko Gold Inc. ...,0,0
2019-10-16,"Alcoa EPS misses by $0.15, misses on revenue",0,0
2018-02-16,"Ameren beats by $0.03, misses on revenue",0,0
2016-11-24,Hustle And Flow,0,0
2015-03-18,Stock Market Stays Lower As Fed Statement Looms,0,0
2016-07-15,Generating 6% Yield In A 0% World - Building Exchange Traded Debt Ladders,0,3
2017-10-30,Can Lower Revenues Affect Genworth's (GNW) Q3 Earnings?,0,0
2016-11-23,"Health Care ETFs Fall As Eli Lilly, Juno Add To Troubled Sector's Woes",0,0
2019-01-10,Advaxis net loss for fiscal 2018 ($66.5M),0,0
2014-07-16,Market Losses Its Swagger In Afternoon Trade,0,0
2013-01-31,"Advanced Emissions Solutions Inc (ADES) COO C Jean Bustard sells 1,000 Shares",0,0
2018-12-30,Stocks That Fell to '-Year Lows in the Week of Dec. —8,0,0
2015-09-11,Avery Dennison Targets 26% Cut in GHG Emissions by 2025,0,0
2017-09-18,"Fall in August Retail Sales, Just Make Things Tough for Fed",0,0
2017-11-01,Dr. Reddy's (RDY) Q2 Earnings and Revenues Decline Y/Y,0,0
2016-03-23,Akers Biosciences Allowed US Patent for Heparin/PF4 Antibody Detection,0,0
2018-04-19,Aaron's falls after Off Wall Street warns,0,0
2017-03-03,5 Undervalued Stocks Trading Below Graham Number,0,0
2019-11-26,"Analog Devices EPS misses by $0.03, misses on revenue",0,0
2016-07-13,Aspen reports pre-tax loss in 2Q16,0,0
2020-03-10,Altra Industrial (AIMC) Declines 40% YTD: What's Hurting it?,0,0
2012-02-07,"Growth & Income Stock Picks-Feb.8, 2012 - Zacks Rank Buys",1,1
2015-02-02,Economy And ObamaCare Lift Walk-In Surgery At AmSurg,1,1
2019-09-30,Arthur J. Gallagher to Acquire Michigan-Based LSG Insurance,1,1
2015-04-08,"Stocks Open Higher, Trade Mixed; Noah Holdings Up",1,1
2019-07-10,"AAR EPS beats by $0.02, beats on revenue",1,1
2020-02-13,Acorda (ACOR) Beats Earnings & Revenues Estimates in Q4,1,1
2018-03-21,"AAR Corp (AIR) Beats Q3 Earnings Estimates, Revenues Lag",1,1
2018-06-08,Is American Eagle Flying A Little Too High Again?,1,1
2019-07-22,Advaxis down 13% on upsized capital raise,1,1
2019-11-22,"Class Actions Against Match Group, Inc. (MTCH), Vivint Solar, Inc. (VSLR) & ADTRAN, Inc. ...",1,1
2015-04-08,Clovis Oncology (CLVS) in Focus: Stock Moves 8% Higher - Tale of the Tape,1,1
2019-11-15,Alliance Data Provides Card Services Performance Update For October —…–9,1,1
2015-01-06,Cempra (CEMP) in Focus: Stock Rises 7.2% - Tale of the Tape,1,1
2014-11-12,"Adept Technology (ADEP) Shares March Higher, Can It Continue? - Tale of the Tape",1,1
2016-06-22,Pioneer Investments' Largest Buys of the Last — Quarters,1,1
2018-05-28,2 Free Stocks And M&A Updates,1,1
2017-09-06,IBD Rating Upgrades: First Industrial Realty Trust Shows Improved Price Strength,1,1
2018-09-27,Acxiom & Thunder Team Up to Bring Precision in Targeting Ads,1,1
2017-01-05,6 Companies That Beat the S&P 5…… Index,1,1
2019-10-31,Akorn up 2% on preliminary Q3 results,1,1
2019-06-24,Stock Upgrades: Acadia Healthcare Shows Rising Relative Strength,1,1
2015-05-28,"Avalanche Biotechnologies (AAVL) Shares March Higher, Can It Continue? - Tale of the Tape",1,1
2015-03-18,Equity REITs higher across the board after Fed,1,1
2016-02-23,How You Hunt For Stocks Matters In A New Market Uptrend,1,1
2016-07-15,Dividend Champions and Contenders That Appear Enticingly Valued,1,1
2018-10-22,American Campus Communities (ACC) Q3 FFO and Revenues Surpass Estimates,1,1
2017-04-18,The Vetr community has upgraded $AFL to 3.5-Stars.,1,1
2019-09-01,Dividend Challenger Highlights: Week Of September 1,1,1
2020-05-15,"Silvercrest Asset Management Group Llc Buys The Simply Good Foods Co, Envista Holdings Corp, ...",1,1
2017-03-10,Everest Re Group's (RE) Prospects Look Bright: Time to Buy?,1,3
2017-10-25,MKS Instruments (MKSI) Beats on Q3 Earnings and Revenues,1,1
2018-04-16,Healthcare - Top 5 Gainers / Losers as of 11:00 AM (04/16/2018),1,1
2019-04-30,Oxbridge Re Holdings leads financial gainers; Greenhill and Kingstone Companies among losers,1,1
2018-09-22,High Yield For Granny (Part 2): Savvy 'Widows & Orphans' Portfolio Re-Visited,1,1
2019-06-26,Should Value Investors Buy American Equity Investment (AEL) Stock?,1,1
2019-11-12,Uber Co-Founder Kalanick Sells 21% Stake as Lock-Up Expires,1,1
2018-10-10,CVS and Aetna up premarket on looming DOJ signoff on merger,1,1
2019-02-21,Agilent (A) Surpasses Earnings and Revenue Estimates in Q1,1,1
2018-07-19,5 Biotech Stocks Well Poised to Beat Q2 Earnings Estimates,1,1
2018-07-09,"Arthur J. Gallagher acquires Reassurance Holdings, Inc.",1,1
2017-12-08,"Philip Morris: Good High Dividend Income, Poor Total Return",1,2
2012-05-02,"American Eagle Outfitters, Lennar Corporation Among Stocks Hitting 52-Week Highs Wednesday",1,1
2012-03-16,Three Ways to Play China's Hard Landing - Investment Ideas,1,1
2020-03-17,"Hyperthermia Treatment for Cancer Market to Grow with a High CAGR- Global Industry Analysis, ...",1,1
2012-07-26,"Sprint Nextel, Seagate Technology Among Stocks Gapping Up Thursday",1,1
2020-04-30,Abiomed (ABMD) Beats Q4 Earnings Estimates,1,1
2015-08-17,ChinaCord (CO) at 52-Week High on Fresh Takeover Proposal,1,1
2015-09-29,Microsoft Changes Financial Segments Again; Effective FY16,1,1
2012-04-19,5 Big Stocks to Trade for Gains,1,1
2018-02-08,"High Monthly Income In This Diversified, High Occupancy Rate, Retail REIT",1,1
2015-05-22,"Autobytel Inc (ABTL) Boosts Guidance Significantly, Pershing Square Capital Sees Potential In Actavis plc (ACT)",1,1
2016-09-27,Real Estate Leader CXW Gains Upside As Price Sags,1,1
2018-07-13,Healthcare - Top 5 Gainers / Losers as of 11:00 am (7/13/2018),1,1
2019-05-14,ABIOMED's Impella 5.0 and LD Receive Expanded FDA Approvals,1,1
2018-11-14,"Zacks.com featured highlights include: Papa Murphy's, Penumbra, Tesla, Ameren and Arbor Realty",1,1
2017-03-15,Federal Agricultural Mortgage goes ex-dividend tomorrow,1,1
2017-09-07,Arthur J. Gallagher's Buyout to Shore up Scandinavian Base,1,1
2019-11-26,AK Steel Purchases Group Annuity Contract From MassMutual,1,1
2016-07-07,Acorda Therapeutics Has Significant Upside From Its Current Stock Price,1,1
2014-11-17,Strength Seen in Geron (GERN): Stock Surges 19.5% - Tale of the Tape,1,1
2016-02-12,High Yield: Opportunity Amid The Carnage?,1,2
2020-05-05,Agco (AGCO) Beats Q1 Earnings and Revenue Estimates,1,1
2015-04-15,"Stock Futures Grapple Higher; Biogen, Akorn Lead IBD 50 List",1,1
2019-08-08,Aaron's declares $0.035 dividend,1,1
2013-03-11,3 Highest Dividend Paying Mortgage Stocks,1,1
2018-08-21,Anthem Ties Up With Walmart to Better Serve Medicare Members,1,1
2014-10-29,Barrick Gold Announces Dividend,1,1
2016-07-21,E-Commerce Growth: Is This Rock-Solid Income REIT Still Flying Under Your Radar?,1,1
2019-09-25,AAR declares $0.075 dividend,1,1
2015-09-16,Maxwell to Supply Ultracapacitors for General Motors Cars,1,1
2018-12-28,Mining Stocks Could Be Next Big Thing: Massive Gains Likely In 2019 & Beyond,1,1
2019-05-31,IBD Rating Upgrades: Acadia Healthcare Flashes Improved Price Strength,1,1
2018-08-10,American Financial Group Inc (AFG) Co-CEO & Co-President Carl H Lindner Iii Sold $9 million ...,1,1
2016-08-15,Adcare Health Systems revenues up 60% in Q2,1,1
2018-11-21,Tracking Carl Icahn's Portfolio - Q3 2018 Update,1,1
2019-01-25,Why Analog Devices (ADI) is Poised to Beat Earnings Estimates Again,1,1
2019-11-05,10 High Momentum Dividend Aristocrats,1,1
